spec,dB_at_idle,dB_at_50kmh,dB_at_80kmh,dB_at_100kmh,dB_at_120kmh,dB_at_140kmh,model_id,model_id_cqa,model_make_id_cqa,model_name_cqa,model_trim_cqa,model_year_cqa,model_body_cqa,model_engine_position_cqa,model_engine_cc_cqa,model_engine_cyl_cqa,model_engine_type_cqa,model_engine_valves_per_cyl_cqa,model_engine_power_ps_cqa,model_engine_power_rpm_cqa,model_engine_torque_nm_cqa,model_engine_torque_rpm_cqa,model_engine_bore_mm_cqa,model_engine_stroke_mm_cqa,model_engine_compression_cqa,model_engine_fuel_cqa,model_top_speed_kph_cqa,model_0_to_100_kph_cqa,model_drive_cqa,model_transmission_type_cqa,model_seats_cqa,model_doors_cqa,model_weight_kg_cqa,model_length_mm_cqa,model_width_mm_cqa,model_height_mm_cqa,model_wheelbase_mm_cqa,model_lkm_hwy_cqa,model_lkm_mixed_cqa,model_lkm_city_cqa,model_fuel_cap_l_cqa,model_sold_in_us_cqa,model_co2_cqa,model_make_display_cqa,model_engine_l_cqa,model_engine_ci_cqa,model_engine_bore_in_cqa,model_engine_stroke_in_cqa,model_engine_valves_cqa,model_engine_power_hp_cqa,model_engine_power_kw_cqa,model_engine_torque_lbft_cqa,model_engine_torque_kgm_cqa,model_top_speed_mph_cqa,model_weight_lbs_cqa,model_length_in_cqa,model_width_in_cqa,model_height_in_cqa,model_wheelbase_in_cqa,model_mpg_hwy_cqa,model_mpg_city_cqa,model_mpg_mixed_cqa,model_fuel_cap_g_cqa,make_display_cqa,make_country_cqa,ExtColors_cqa,IntColors_cqa,Model_ID
3.6 V6,44.3,56.0,63.3,67.4,69.5,71.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343
Hennessey,58.4,64.8,69.2,70.1,76.1,82.2,51900.0,51900.0,cadillac,CTS-V,Wagon,2010.0,Station Wagon,Front,6200.0,8.0,V,2.0,564.0,6100.0,746.0,3800.0,,,,Gasoline,,,Rear,Manual,5.0,5.0,1915.0,4867.0,1842.0,1455.0,2880.0,12.4,,16.8,68.0,1.0,,Cadillac,6.2,378.0,,,16.0,556.0,415.0,550.0,76.0,,4222.0,191.6,72.5,57.3,113.4,19.0,14.0,,18.0,Cadillac,USA,,,344
Stationcar,50.0,58.4,63.7,66.3,69.0,71.6,51901.0,51901.0,cadillac,CTS-V,Wagon,2011.0,Station Wagon,Front,6200.0,8.0,V,2.0,564.0,6100.0,746.0,3800.0,,,,Gasoline,,,Rear,Manual,5.0,5.0,1915.0,4859.0,1842.0,1455.0,2880.0,12.4,,16.8,68.0,1.0,,Cadillac,6.2,378.0,,,16.0,556.0,415.0,550.0,76.0,,4222.0,191.3,72.5,57.3,113.4,19.0,14.0,,18.0,Cadillac,USA,,,345
6.2 V8,44.5,54.8,63.0,66.7,68.5,70.7,48756.0,48756.0,cadillac,CTS-V,Sedan,2012.0,Sedan,Front,6200.0,8.0,V,2.0,564.0,6100.0,746.0,3800.0,,,,Gasoline,,,Rear,6-speed manual,5.0,4.0,1915.0,4859.0,1842.0,1455.0,2880.0,12.4,,16.8,68.0,1.0,,Cadillac,6.2,378.0,,,16.0,556.0,415.0,550.0,76.0,,4222.0,191.3,72.5,57.3,113.4,19.0,14.0,,18.0,Cadillac,USA,,,346
 ,45.9,60.8,63.5,64.9,66.2,69.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347
Hybrid,48.3,58.6,64.9,68.7,69.9,71.2,6526.0,6526.0,cadillac,Escalade,Hybrid,2009.0,SUV,Front,5999.0,8.0,V,2.0,337.0,5100.0,499.0,4100.0,,,,Gasoline / Electric Hybrid,,,Rear,Automatic,8.0,4.0,1635.0,5150.0,2010.0,1930.0,2950.0,11.2,11.8,11.8,98.0,1.0,,Cadillac,6.0,366.0,,,16.0,332.0,248.0,368.0,51.0,,3605.0,202.8,79.1,76.0,116.1,21.0,20.0,20.0,25.9,Cadillac,USA,,,348
6.2 V8,38.4,52.3,60.7,65.8,67.2,68.6,66391.0,66391.0,Cadillac,Escalade,Premium 4dr SUV 4WD (6.2L 8cyl 6A),2016.0,Sport Utility Vehicles,Front,6200.0,8.0,V,2.0,420.0,,460.0,,,,Not Avai,Flex-Fuel (Unleaded/E85),,,Four Wheel Drive,Automatic,,4.0,5845.0,,,,,21.0,16.0,14.0,26.0,1.0,,Cadillac,6.2,378.0,,,16.0,414.0,309.0,339.0,47.0,,12886.0,,,,,11.0,17.0,15.0,6.9,Cadillac,USA,,,349
2.8 V6 Turbo,43.3,55.5,63.0,67.5,69.0,70.6,44589.0,44589.0,cadillac,SRX,Performance,2010.0,SUV,Front,3000.0,6.0,V,4.0,269.0,6950.0,302.0,5100.0,,,,Gasoline,,,Front,Automatic,5.0,5.0,1916.0,4834.0,1910.0,1669.0,2807.0,9.4,,13.1,79.0,1.0,,Cadillac,3.0,183.0,,,24.0,265.0,198.0,223.0,31.0,,4224.0,190.3,75.2,65.7,110.5,25.0,18.0,,20.9,Cadillac,USA,,,350
3.0 V6,42.8,55.9,63.9,68.5,70.9,73.3,44589.0,44589.0,cadillac,SRX,Performance,2010.0,SUV,Front,3000.0,6.0,V,4.0,269.0,6950.0,302.0,5100.0,,,,Gasoline,,,Front,Automatic,5.0,5.0,1916.0,4834.0,1910.0,1669.0,2807.0,9.4,,13.1,79.0,1.0,,Cadillac,3.0,183.0,,,24.0,265.0,198.0,223.0,31.0,,4224.0,190.3,75.2,65.7,110.5,25.0,18.0,,20.9,Cadillac,USA,,,351
3.6 V6,43.9,55.8,59.5,63.3,65.2,68.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352
1.2,48.0,59.1,68.0,70.9,74.0,77.5,7211.0,7211.0,chevrolet,Aveo,1.2 LS,2008.0,Sedan,Front,1150.0,4.0,in-line,2.0,72.0,5400.0,104.0,4400.0,,,9.3:1,Gasoline - Premium,152.0,13.7,Front,Manual,5.0,4.0,1075.0,4320.0,1720.0,1510.0,2490.0,,6.4,,45.0,1.0,,Chevrolet,1.2,70.0,,,8.0,71.0,53.0,77.0,11.0,94.0,2370.0,170.1,67.7,59.4,98.0,,,37.0,11.9,Chevrolet,USA,,,353
1.4 LT,42.1,59.9,64.6,66.8,70.9,73.4,44612.0,44612.0,chevrolet,Aveo,1LT,2011.0,Sedan,Front,1600.0,4.0,in-line,4.0,110.0,6400.0,142.0,4000.0,,,,Gasoline,,,Front,Manual,5.0,4.0,1165.0,4310.0,1709.0,1506.0,2479.0,6.7,,8.7,45.0,1.0,,Chevrolet,1.6,98.0,,,16.0,108.0,81.0,105.0,14.0,,2568.0,169.7,67.3,59.3,97.6,35.0,27.0,,11.9,Chevrolet,USA,,,354
2LT V6,43.0,52.2,58.1,60.7,65.0,69.4,44619.0,44619.0,chevrolet,Camaro,2LT,2010.0,Coupe,Front,3600.0,6.0,V,4.0,308.0,6400.0,370.0,5200.0,,,,Gasoline,,,Rear,Manual,4.0,2.0,1697.0,4836.0,1918.0,1377.0,2852.0,8.1,,13.8,72.0,1.0,,Chevrolet,3.6,220.0,,,24.0,304.0,227.0,273.0,38.0,,3741.0,190.4,75.5,54.2,112.3,29.0,17.0,,19.0,Chevrolet,USA,,,355
Callaway,55.3,63.6,68.7,71.5,73.3,75.1,44619.0,44619.0,chevrolet,Camaro,2LT,2010.0,Coupe,Front,3600.0,6.0,V,4.0,308.0,6400.0,370.0,5200.0,,,,Gasoline,,,Rear,Manual,4.0,2.0,1697.0,4836.0,1918.0,1377.0,2852.0,8.1,,13.8,72.0,1.0,,Chevrolet,3.6,220.0,,,24.0,304.0,227.0,273.0,38.0,,3741.0,190.4,75.5,54.2,112.3,29.0,17.0,,19.0,Chevrolet,USA,,,356
SS,53.8,60.6,65.1,66.6,71.1,75.6,44621.0,44621.0,chevrolet,Camaro,2SS,2010.0,Coupe,Front,6200.0,8.0,V,2.0,432.0,5900.0,569.0,4600.0,,,,Gasoline,,,Rear,Manual,4.0,2.0,1751.0,4836.0,1918.0,1377.0,2852.0,9.8,,14.7,72.0,1.0,,Chevrolet,6.2,378.0,,,16.0,426.0,318.0,420.0,58.0,,3860.0,190.4,75.5,54.2,112.3,24.0,16.0,,19.0,Chevrolet,USA,,,357
SS Cabrio,51.5,59.6,64.9,67.0,71.2,75.4,44624.0,44624.0,chevrolet,Camaro,2LT,2011.0,Coupe,Front,3600.0,6.0,V,4.0,316.0,6500.0,376.0,5100.0,,,,Gasoline,,,Rear,Manual,4.0,2.0,1812.0,4836.0,1918.0,1389.0,2852.0,8.4,,13.8,72.0,1.0,,Chevrolet,3.6,220.0,,,24.0,312.0,232.0,277.0,38.0,,3995.0,190.4,75.5,54.7,112.3,28.0,17.0,,19.0,Chevrolet,USA,,,358
ZL1,61.2,66.9,70.7,71.8,76.0,80.2,44625.0,44625.0,chevrolet,Camaro,1SS,2011.0,Coupe,Front,6200.0,8.0,V,2.0,432.0,5900.0,569.0,4600.0,,,,Gasoline,,,Rear,Manual,4.0,2.0,1867.0,4836.0,1918.0,1389.0,2852.0,9.8,,14.7,72.0,1.0,,Chevrolet,6.2,378.0,,,16.0,426.0,318.0,420.0,58.0,,4116.0,190.4,75.5,54.7,112.3,24.0,16.0,,19.0,Chevrolet,USA,,,359
6.2 V8,50.3,59.6,65.5,68.3,71.8,75.3,48777.0,48777.0,chevrolet,Camaro,LT Coupe,2012.0,Coupe,Front,3600.0,6.0,V,4.0,327.0,6800.0,376.0,4800.0,,,,Gasoline,,,Rear,6-speed manual,4.0,2.0,1812.0,4836.0,1918.0,1389.0,2852.0,8.4,,13.8,72.0,1.0,,Chevrolet,3.6,220.0,,,24.0,323.0,241.0,277.0,38.0,,3995.0,190.4,75.5,54.7,112.3,28.0,17.0,,19.0,Chevrolet,USA,,,360
6.2 V8,48.9,62.7,65.5,68.3,69.1,72.7,67795.0,67795.0,Chevrolet,Camaro,LT 2dr Convertible w/1LT (3.6L 6cyl 6M),2016.0,Compact Cars,Front,3600.0,6.0,V,4.0,323.0,,278.0,,,,11.5,Regular Unleaded,,,Rear Wheel Drive,Manual,,2.0,4015.0,,,,,28.0,20.0,17.0,19.0,1.0,,Chevrolet,3.6,220.0,,,24.0,319.0,238.0,205.0,28.0,,8851.0,,,,,8.0,14.0,12.0,5.0,Chevrolet,USA,,,361
6.2 V8,46.9,62.7,64.5,66.3,67.2,70.6,70362.0,70362.0,Chevrolet,Camaro,ZL1 2dr Coupe (6.2L 8cyl S/C 6M),2017.0,Compact Cars,Front,6200.0,8.0,V,2.0,580.0,,556.0,,,,9.1,Premium Unleaded (Required),,,Rear Wheel Drive,Manual,,2.0,4120.0,,,,,19.0,16.0,14.0,19.0,1.0,,Chevrolet,6.2,378.0,,,16.0,572.0,427.0,410.0,57.0,,9083.0,,,,,12.0,17.0,15.0,5.0,Chevrolet,USA,,,362
2.0 VCDI,45.1,55.5,63.8,66.9,69.5,72.5,8167.0,8167.0,chevrolet,Captiva,2.0 D,2008.0,SUV,Front,1991.0,4.0,in-line,4.0,150.0,4000.0,320.0,2000.0,83.0,92.0,17.5:1,Diesel,186.0,10.9,4WD,Manual,,5.0,1910.0,4640.0,1880.0,1760.0,2710.0,,8.7,,65.0,1.0,,Chevrolet,2.0,121.0,3.27,3.62,16.0,148.0,110.0,236.0,33.0,116.0,4211.0,182.7,74.0,69.3,106.7,,,27.0,17.2,Chevrolet,USA,,,363
SS,49.5,60.0,66.5,70.2,72.1,74.1,8054.0,8054.0,chevrolet,Cobalt,LT2 Sedan,2008.0,Coupe,Front,2201.0,4.0,in-line,4.0,151.0,5600.0,206.0,4200.0,,,10.0:1,Gasoline,,,Front,Manual,5.0,4.0,1261.0,4590.0,1730.0,1460.0,2630.0,,8.7,,49.0,1.0,,Chevrolet,2.2,134.0,,,16.0,149.0,111.0,152.0,21.0,,2780.0,180.7,68.1,57.5,103.5,,,27.0,12.9,Chevrolet,USA,,,364
2.2,46.2,58.2,65.6,69.9,71.6,73.3,7564.0,7564.0,chevrolet,Cobalt,LT1 Coupe,2009.0,Coupe,Front,2201.0,4.0,in-line,4.0,157.0,6100.0,203.0,4900.0,,,10.0:1,Gasoline,,,Front,Manual,5.0,2.0,1750.0,4590.0,1730.0,1420.0,2630.0,6.4,7.8,9.4,49.0,1.0,,Chevrolet,2.2,134.0,,,16.0,155.0,115.0,150.0,21.0,,3858.0,180.7,68.1,55.9,103.5,37.0,25.0,30.0,12.9,Chevrolet,USA,,,365
 ,61.4,65.8,69.0,69.4,74.5,79.7,7291.0,7291.0,chevrolet,Corvette,C6RS,2008.0,Coupe,Front,8201.0,8.0,V,,608.0,,815.0,,,,,,,,Rear,Manual,2.0,2.0,,4440.0,1890.0,1250.0,2690.0,,,,68.0,1.0,,Chevrolet,8.2,500.0,,,,600.0,447.0,601.0,83.0,,,174.8,74.4,49.2,105.9,,,,18.0,Chevrolet,USA,,,366
ZR1,57.7,65.2,70.2,71.6,77.5,83.4,8269.0,8269.0,chevrolet,Corvette,ZR1,2009.0,Coupe,Front,6162.0,8.0,V,2.0,620.0,4000.0,596.0,4000.0,103.3,92.0,,Gasoline - Premium,321.0,3.4,Rear,Manual,2.0,2.0,1582.0,4480.0,1930.0,1250.0,2690.0,11.8,14.7,16.8,68.0,1.0,,Chevrolet,6.2,376.0,4.07,3.62,16.0,612.0,456.0,440.0,61.0,199.0,3488.0,176.4,76.0,49.2,105.9,20.0,14.0,16.0,18.0,Chevrolet,USA,,,367
6.2 V8,53.1,58.3,62.1,62.3,69.1,76.0,44629.0,44629.0,chevrolet,Corvette,Z06,2010.0,Coupe,Front,7000.0,8.0,V,2.0,512.0,6300.0,637.0,4800.0,,,,Gasoline,,,Rear,Manual,2.0,2.0,1440.0,4460.0,1928.0,1237.0,2685.0,9.8,,15.7,68.0,1.0,,Chevrolet,7.0,427.0,,,16.0,505.0,377.0,470.0,65.0,,3175.0,175.6,75.9,48.7,105.7,24.0,15.0,,18.0,Chevrolet,USA,,,368
ZR1,58.3,66.5,71.9,73.7,79.1,84.4,44630.0,44630.0,chevrolet,Corvette,ZR1,2010.0,Coupe,Front,6200.0,8.0,V,2.0,647.0,6500.0,818.0,3800.0,,,,Gasoline,,,Rear,Manual,2.0,2.0,1512.0,4475.0,1928.0,1237.0,2685.0,11.8,,16.8,68.0,1.0,,Chevrolet,6.2,378.0,,,16.0,638.0,476.0,603.0,83.0,,3333.0,176.2,75.9,48.7,105.7,20.0,14.0,,18.0,Chevrolet,USA,,,369
6.2 V8,57.2,68.3,75.1,79.1,80.9,82.7,44632.0,44632.0,chevrolet,Corvette,GS,2011.0,Coupe,Front,6200.0,8.0,V,2.0,436.0,5900.0,574.0,4600.0,,,,Gasoline,,,Rear,Manual,2.0,2.0,1492.0,4460.0,1928.0,1237.0,2685.0,9.0,,14.7,68.0,1.0,,Chevrolet,6.2,378.0,,,16.0,430.0,321.0,423.0,59.0,,3289.0,175.6,75.9,48.7,105.7,26.0,16.0,,18.0,Chevrolet,USA,,,370
ZR1,54.4,60.7,65.1,66.0,72.0,77.9,52542.0,52542.0,chevrolet,Corvette,ZR1 3ZR,2012.0,Coupe,Front,6200.0,8.0,V,2.0,647.0,6500.0,818.0,3800.0,,,,Gasoline,330.0,3.4,Rear,6-speed manual,2.0,2.0,1512.0,4475.0,1928.0,1237.0,2685.0,11.2,,16.8,68.0,1.0,,Chevrolet,6.2,378.0,,,16.0,638.0,476.0,603.0,83.0,205.0,3333.0,176.2,75.9,48.7,105.7,21.0,14.0,,18.0,Chevrolet,USA,,,371
Stingray,52.6,62.0,68.1,70.5,75.5,80.5,57791.0,57791.0,chevrolet,Corvette,Convertible 2LT,2013.0,Roadster,Front,6200.0,8.0,V,2.0,430.0,5900.0,575.0,4600.0,103.0,92.0,,Gasoline,,,Rear,6-speed manual,2.0,2.0,1461.0,4435.0,1844.0,1244.0,2685.0,7.7,,12.9,68.0,1.0,,Chevrolet,6.2,378.0,4.06,3.62,16.0,424.0,316.0,424.0,59.0,,3221.0,174.6,72.6,49.0,105.7,31.0,18.0,,18.0,Chevrolet,USA,,,372
6.2 V8 Convertible,55.8,62.7,66.5,70.3,73.0,76.8,68176.0,68176.0,Chevrolet,Corvette,Z06 2dr Convertible w/3LZ (6.2L 8cyl S/C 7M),2016.0,Two Seaters,Front,6200.0,8.0,V,2.0,650.0,,650.0,,,,10,Premium Unleaded (Required),,,Rear Wheel Drive,Manual,,2.0,,,,,,,,,,1.0,,Chevrolet,6.2,378.0,,,16.0,641.0,478.0,479.0,66.0,,,,,,,,,,,Chevrolet,USA,,,373
Stingray 6.2 V8,55.8,63.7,67.5,71.3,75.0,78.8,70788.0,70788.0,Chevrolet,Corvette,Stingray Z51 2dr Convertible w/3LT (6.2L 8cyl 7M),2017.0,Two Seaters,Front,6200.0,8.0,V,2.0,460.0,,465.0,,,,11.5,Premium Unleaded (Recommended),,,Rear Wheel Drive,Manual,,2.0,,,,,,29.0,,17.0,,1.0,,Chevrolet,6.2,378.0,,,16.0,454.0,338.0,343.0,47.0,,,,,,,8.0,14.0,,,Chevrolet,USA,,,374
1.8 LT,41.6,60.4,63.4,66.2,69.8,73.7,7972.0,7972.0,chevrolet,Cruze,WTCC,2009.0,Sedan,Front,1999.0,4.0,in-line,4.0,,,,,,,,,,,Rear,Manual,5.0,4.0,,,,,,,,,,1.0,,Chevrolet,2.0,122.0,,,16.0,,,,,,,,,,,,,,,Chevrolet,USA,,,375
1.8,45.5,61.0,62.3,66.0,70.0,73.5,50943.0,50943.0,chevrolet,Cruze,1.8 Hatchback,2012.0,Hatchback,Front,1800.0,4.0,in-line,4.0,140.0,6300.0,167.0,3800.0,,,,Gasoline,,,Front,Automatic,5.0,5.0,,4510.0,1797.0,1476.0,2685.0,,,,59.0,0.0,,Chevrolet,1.8,110.0,,,16.0,138.0,103.0,123.0,17.0,,,177.6,70.7,58.1,105.7,,,,15.6,Chevrolet,USA,,,376
1.4 turbo,45.6,58.3,63.8,67.9,70.3,74.4,50943.0,50943.0,chevrolet,Cruze,1.8 Hatchback,2012.0,Hatchback,Front,1800.0,4.0,in-line,4.0,140.0,6300.0,167.0,3800.0,,,,Gasoline,,,Front,Automatic,5.0,5.0,,4510.0,1797.0,1476.0,2685.0,,,,59.0,0.0,,Chevrolet,1.8,110.0,,,16.0,138.0,103.0,123.0,17.0,,,177.6,70.7,58.1,105.7,,,,15.6,Chevrolet,USA,,,377
Fuel Cell,49.8,57.9,62.8,65.9,66.5,67.1,6895.0,6895.0,chevrolet,Equinox,LT1,2008.0,SUV,Front,3425.0,6.0,V,2.0,188.0,5200.0,285.0,3800.0,,,9.5:1,,,,4WD,Automatic,5.0,5.0,1261.0,4800.0,1820.0,1710.0,2860.0,,8.7,,76.0,1.0,,Chevrolet,3.4,209.0,,,12.0,185.0,138.0,210.0,29.0,,2780.0,189.0,71.7,67.3,112.6,,,27.0,20.1,Chevrolet,USA,,,378
LT2,39.9,51.3,58.4,62.0,65.5,69.1,44642.0,44642.0,chevrolet,Equinox,LT2,2010.0,SUV,Front,2400.0,4.0,in-line,4.0,185.0,6700.0,233.0,4900.0,,,,Gasoline,,,Front,Automatic,5.0,5.0,1710.0,4770.0,1842.0,1760.0,2858.0,7.4,,10.7,71.0,1.0,,Chevrolet,2.4,146.0,,,16.0,182.0,136.0,172.0,24.0,,3770.0,187.8,72.5,69.3,112.5,32.0,22.0,,18.8,Chevrolet,USA,,,379
2.4,46.0,56.6,65.0,67.7,70.8,74.3,7396.0,7396.0,chevrolet,HHR,2.4 LT,2008.0,Hatchback,Front,2401.0,4.0,in-line,4.0,174.0,5800.0,226.0,4500.0,88.0,98.0,10.4:1,Gasoline - Premium,180.0,9.4,Front,Manual,5.0,5.0,1470.0,3380.0,1760.0,1610.0,2640.0,8.4,8.6,11.8,61.0,1.0,,Chevrolet,2.4,147.0,3.46,3.86,16.0,172.0,128.0,167.0,23.0,112.0,3241.0,133.1,69.3,63.4,103.9,28.0,20.0,27.0,16.1,Chevrolet,USA,,,380
2.5,39.3,50.6,57.7,61.3,64.7,68.1,57825.0,57825.0,chevrolet,Impala,LT,2013.0,Sedan,Front,3600.0,6.0,V,4.0,300.0,6800.0,355.0,5300.0,94.0,85.0,,Flex Fuel,,,Front,6-speed automatic,5.0,4.0,1658.0,5090.0,1851.0,1491.0,2807.0,6.7,,11.7,64.0,1.0,,Chevrolet,3.6,220.0,3.7,3.35,24.0,296.0,221.0,262.0,36.0,,3655.0,200.4,72.9,58.7,110.5,35.0,20.0,,16.9,Chevrolet,USA,,,381
2.0 TCDI,43.0,53.0,60.9,64.7,66.2,68.1,7299.0,7299.0,chevrolet,Lacetti,1.4 SE Gas,2008.0,Hatchback,Front,1399.0,4.0,in-line,2.0,95.0,6300.0,131.0,4400.0,,,9.5:1,Gasoline - Premium,170.0,11.6,Front,Manual,5.0,3.0,1245.0,4300.0,1730.0,1450.0,2610.0,,7.2,,60.0,0.0,,Chevrolet,1.4,85.0,,,8.0,94.0,70.0,97.0,13.0,106.0,2745.0,169.3,68.1,57.1,102.8,,,33.0,15.9,Chevrolet,USA,,,382
3.6 V6,44.5,55.0,61.6,65.1,67.8,70.5,7196.0,7196.0,chevrolet,Malibu,Classic LT,2008.0,Sedan,Front,3498.0,6.0,V,2.0,222.0,5900.0,297.0,3200.0,,,,,,,Front,Automatic,5.0,4.0,,4790.0,1780.0,1470.0,2710.0,7.4,9.4,10.7,61.0,1.0,,Chevrolet,3.5,213.0,,,12.0,219.0,163.0,219.0,30.0,,,188.6,70.1,57.9,106.7,32.0,22.0,25.0,16.1,Chevrolet,USA,,,383
2.4,36.7,51.7,60.8,66.3,68.0,69.8,48806.0,48806.0,chevrolet,Malibu,1LTZ,2012.0,Sedan,Front,2400.0,4.0,in-line,4.0,171.0,6400.0,217.0,4500.0,,,,Gasoline,,,Front,6-speed shiftable automatic,5.0,4.0,,4872.0,1786.0,1450.0,2852.0,7.1,,10.7,61.0,1.0,,Chevrolet,2.4,146.0,,,16.0,169.0,126.0,160.0,22.0,,,191.8,70.3,57.1,112.3,33.0,22.0,,16.1,Chevrolet,USA,,,384
1.5,42.7,55.3,62.9,67.6,68.8,70.0,66834.0,66834.0,Chevrolet,Malibu,LTZ 4dr Sedan w/2LZ (2.0L 4cyl Turbo 6A),2016.0,Midsize Cars,Front,2000.0,4.0,Inline,4.0,259.0,,295.0,,,,9.5,Premium Unleaded (Recommended),,,Front Wheel Driv,Automatic,,4.0,3660.0,,,,,30.0,24.0,21.0,19.0,1.0,,Chevrolet,2.0,122.0,,,16.0,255.0,190.0,218.0,30.0,,8069.0,,,,,8.0,11.0,10.0,5.0,Chevrolet,USA,,,385
1.8 LTZ,39.1,57.3,61.2,63.7,66.0,70.0,50934.0,50934.0,chevrolet,Orlando,1.8,2011.0,Crossover,Front,1796.0,4.0,in-line,,141.0,6200.0,176.0,3800.0,80.5,88.2,10.5:1,Gasoline,193.0,11.6,AWD,Manual,5.0,5.0,1528.0,4652.0,1836.0,1633.0,2760.0,,,,,0.0,,Chevrolet,1.8,110.0,3.17,3.47,,139.0,104.0,130.0,18.0,120.0,3369.0,183.1,72.3,64.3,108.7,,,,,Chevrolet,USA,,,386
Hybrid,46.3,57.2,63.8,67.7,69.6,71.5,8143.0,8143.0,chevrolet,Silverado,1500 Hybrid Crew Cab 4WD HY1,2009.0,Pickup,Front,5999.0,8.0,V,2.0,337.0,5100.0,498.0,4100.0,,,10.8:1,Diesel / Electric Hybrid,,,4WD,Automatic,6.0,2.0,1261.0,5850.0,2040.0,1880.0,3650.0,11.8,11.8,11.8,98.0,1.0,,Chevrolet,6.0,366.0,,,16.0,332.0,248.0,367.0,51.0,,2780.0,230.3,80.3,74.0,143.7,20.0,20.0,20.0,25.9,Chevrolet,USA,,,387
5.3 V8,42.7,54.5,61.7,66.1,67.4,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388
1.4,44.4,55.8,62.8,66.7,69.2,71.7,48813.0,48813.0,chevrolet,Sonic,LT Hatchback,2012.0,Hatchback,Front,1800.0,4.0,in-line,4.0,140.0,6300.0,169.0,3800.0,,,,Gasoline,,,Front,5-speed manual,5.0,5.0,,4039.0,1735.0,1516.0,2525.0,6.7,,9.0,46.0,1.0,,Chevrolet,1.8,110.0,,,16.0,138.0,103.0,125.0,17.0,,,159.0,68.3,59.7,99.4,35.0,26.0,,12.2,Chevrolet,USA,,,389
6.2 V8,45.8,55.3,61.3,64.0,67.9,71.8,59260.0,59260.0,Chevrolet,SS,4dr Sedan (6.2L 8cyl 6A),2014.0,Large Cars,Front,6200.0,8.0,V,2.0,415.0,,415.0,,,,10.7,Premium Unleaded (Recommended),,,Rear Wheel Drive,Automatic,,4.0,1803.0,4966.0,,,,21.0,17.0,14.0,71.0,1.0,,Chevrolet,6.2,378.0,,,16.0,409.0,305.0,306.0,42.0,,3975.0,195.5,,,,11.0,17.0,14.0,18.8,Chevrolet,USA,,,390
5.3 V8,41.7,53.8,61.1,65.6,66.8,68.0,66335.0,66335.0,Chevrolet,Suburban,LTZ 4dr SUV 4WD (5.3L 8cyl 6A),2016.0,Sport Utility Vehicles,Front,5300.0,8.0,V,2.0,355.0,,383.0,,,,11,Flex-Fuel (Unleaded/E85),,,Four Wheel Drive,Automatic,,4.0,5775.0,,,,,22.0,18.0,15.0,31.0,1.0,,Chevrolet,5.3,323.0,,,16.0,350.0,261.0,282.0,39.0,,12732.0,,,,,11.0,16.0,13.0,8.2,Chevrolet,USA,,,391
Hybrid,48.0,56.2,61.3,63.8,66.7,69.7,7826.0,7826.0,chevrolet,Tahoe,Hybrid,2008.0,SUV,Front,5999.0,8.0,V,2.0,338.0,5100.0,498.0,4100.0,,,,Gasoline / Electric Hybrid,,,4WD,Automatic,9.0,5.0,2200.0,5140.0,2010.0,1900.0,2950.0,10.7,8.7,11.2,98.0,1.0,,Chevrolet,6.0,366.0,,,16.0,333.0,249.0,367.0,51.0,,4850.0,202.4,79.1,74.8,116.1,22.0,21.0,27.0,25.9,Chevrolet,USA,,,392
5.3 V8,46.0,54.7,60.5,62.4,68.5,74.6,57877.0,57877.0,chevrolet,Tahoe,Hybrid 4WD,2013.0,SUV,Front,6000.0,8.0,V,2.0,332.0,5100.0,498.0,4100.0,101.0,91.0,,Flex Fuel,,,4WD,CVT,5.0,5.0,2684.0,5131.0,2007.0,1953.0,2946.0,8.5,,10.2,93.0,1.0,,Chevrolet,6.0,366.0,3.98,3.58,16.0,327.0,244.0,367.0,51.0,,5917.0,202.0,79.0,76.9,116.0,28.0,23.0,,24.6,Chevrolet,USA,,,393
5.3 V8,39.1,49.9,56.5,60.2,62.5,64.8,59272.0,59272.0,Chevrolet,Tahoe,LS 4dr SUV (5.3L 8cyl 6A),2014.0,Sport Utility Vehicles,Front,5300.0,8.0,V,2.0,320.0,,335.0,,,,9.9,Flex-Fuel (Unleaded/E85),,,Rear Wheel Drive,Automatic,,4.0,2480.0,5131.0,,,,21.0,17.0,15.0,98.0,1.0,,Chevrolet,5.3,323.0,,,16.0,316.0,235.0,247.0,34.0,,5467.0,202.0,,,,11.0,16.0,14.0,25.9,Chevrolet,USA,,,394
